country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_market,abs_reason_travelled,abs_reason_in_playground,abs_reason_school,abs_reason_other,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_covid_19,nc_reason_others,nc_reason_vaccines_safety,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_too_many_rnd,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
GUI,BOKE,BOKE,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,31,29,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,BOKE,BOKE,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,34,26,60,0,0,0,60,Fail,very poor,0,0,13,0,0,4,43,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,0,6.67,71.67,1
GUI,BOKE,BOKE,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,19,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,38,22,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,BOKE,BOKE,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,26,34,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,BOKE,BOKE,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,14,46,60,14,46,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,BOKE,BOKE,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,25,35,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GUI,BOKE,BOKE,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,30,30,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,BOKE,FRIA,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-04-03,31,29,60,0,0,0,60,Fail,very poor,1,1,2,0,0,0,56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.67,1.67,3.33,0,0,0,93.33,1
GUI,BOKE,FRIA,CONAKRY-mOPV,mOPV,Rnd2,21,2021-08-02T00:00:00Z,2021-08-06,2021-09-06,26,34,60,0,0,0,60,Fail,very poor,0,0,3,0,0,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,95,1
GUI,BOKE,FRIA,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,24,36,60,0,0,0,60,Fail,very poor,0,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,98.33,1
GUI,BOKE,FRIA,GUI-2023-09-01_nOPV,nOPV2,Rnd2,19,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,24,36,60,0,0,0,60,Fail,very poor,0,1,1,0,2,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,3.33,0,93.33,1
GUI,BOKE,FRIA,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,10,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,22,38,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,BOKE,FRIA,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,6,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,23,37,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GUI,BOKE,FRIA,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,BOKE,FRIA,bOPV,bOPV,Rnd1,23,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,32,28,60,0,0,0,60,Fail,very poor,0,5,4,0,0,1,50,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8.33,6.67,0,0,1.67,83.33,1
GUI,BOKE,GAOUAL,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-05-03,30,30,60,0,0,0,60,Fail,very poor,0,1,1,0,1,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,1.67,0,95,1
GUI,BOKE,GAOUAL,CONAKRY-mOPV,mOPV,Rnd2,21,2021-08-02T00:00:00Z,2021-08-06,2021-09-06,22,38,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,BOKE,GAOUAL,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,33,27,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,BOKE,GAOUAL,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,0,0,0,60,Fail,very poor,1,1,10,0,0,0,48,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1.67,1.67,16.67,0,0,0,80,1
GUI,BOKE,GAOUAL,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,29,31,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,BOKE,GAOUAL,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,34,26,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,BOKE,GAOUAL,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,BOKE,GAOUAL,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,34,26,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GUI,BOKE,GAOUAL,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,28,32,60,0,0,0,60,Fail,very poor,0,2,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,96.67,1
GUI,BOKE,KOUNDARA,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-05-03,29,31,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,BOKE,KOUNDARA,CONAKRY-mOPV,mOPV,Rnd2,21,2021-08-02T00:00:00Z,2021-08-06,2021-09-06,27,33,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,BOKE,KOUNDARA,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,20,40,60,0,0,0,60,Fail,very poor,1,0,3,0,0,0,56,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.67,0,5,0,0,0,93.33,1
GUI,BOKE,KOUNDARA,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,30,30,60,0,0,0,60,Fail,very poor,0,1,1,0,0,2,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,3.33,93.33,1
GUI,BOKE,KOUNDARA,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,24,36,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,BOKE,KOUNDARA,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,39,21,60,39,20,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GUI,BOKE,KOUNDARA,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GUI,BOKE,KOUNDARA,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-28,27,33,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,CONAKRY,DIXINN,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-04-03,31,29,60,0,0,0,60,Fail,very poor,0,0,3,0,0,0,57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,95,1
GUI,CONAKRY,DIXINN,CONAKRY-mOPV,mOPV,Rnd2,21,2021-08-02T00:00:00Z,2021-08-06,2021-08-06,26,34,60,0,0,0,60,Fail,very poor,0,2,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,96.67,1
GUI,CONAKRY,DIXINN,GUI-2023-09-01_nOPV,nOPV2,Rnd1,9,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,33,27,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,DIXINN,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,0,0,0,60,Fail,very poor,0,0,2,0,0,6,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,10,86.67,1
GUI,CONAKRY,DIXINN,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,25,35,60,0,0,0,60,Fail,very poor,0,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,98.33,1
GUI,CONAKRY,DIXINN,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,29,31,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,DIXINN,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,35,25,60,34,25,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
GUI,CONAKRY,DIXINN,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,28,32,60,27,31,58,2,Pass,high,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.03
GUI,CONAKRY,DIXINN,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,33,27,60,0,0,0,60,Fail,very poor,0,0,1,1,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,96.67,1
GUI,CONAKRY,KALOUM,CONAKRY-mOPV,mOPV,Rnd1,23,2021-02-27T00:00:00Z,2021-03-03,2021-07-03,24,36,60,0,0,0,60,Fail,very poor,2,2,3,1,0,7,45,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,3.33,3.33,5,1.67,0,11.67,75,1
GUI,CONAKRY,KALOUM,CONAKRY-mOPV,mOPV,Rnd2,21,2021-04-02T00:00:00Z,2021-04-06,2021-09-06,28,32,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,CONAKRY,KALOUM,GUI-2023-09-01_nOPV,nOPV2,Rnd1,17,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,22,38,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,KALOUM,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,25,35,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,CONAKRY,KALOUM,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,23,37,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,KALOUM,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,25,35,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,KALOUM,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,CONAKRY,KALOUM,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,CONAKRY,KALOUM,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,22,38,60,0,0,0,60,Fail,very poor,0,3,3,1,0,0,53,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1.67,0,0,88.33,1
GUI,CONAKRY,MATAM,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-04-03,34,26,60,0,0,0,60,Fail,very poor,0,2,8,2,0,0,48,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,3.33,13.33,3.33,0,0,80,1
GUI,CONAKRY,MATAM,CONAKRY-mOPV,mOPV,Rnd2,6,2021-08-02T00:00:00Z,2021-08-06,2021-10-06,29,31,60,0,0,0,60,Fail,very poor,0,1,1,0,0,0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0,96.67,1
GUI,CONAKRY,MATAM,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,25,35,60,0,0,0,60,Fail,very poor,1,1,0,0,1,1,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.67,1.67,0,0,1.67,1.67,93.33,1
GUI,CONAKRY,MATAM,GUI-2023-09-01_nOPV,nOPV2,Rnd2,22,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,MATAM,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,26,34,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,MATAM,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,28,32,60,0,0,0,60,Fail,very poor,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
GUI,CONAKRY,MATAM,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,CONAKRY,MATAM,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUI,CONAKRY,MATAM,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-29,34,26,60,0,0,0,60,Fail,very poor,0,0,2,0,0,0,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,96.67,1
GUI,CONAKRY,MATOTO,CONAKRY-mOPV,mOPV,Rnd1,6,2021-02-27T00:00:00Z,2021-03-03,2021-04-03,31,29,60,0,0,0,60,Fail,very poor,0,23,6,1,0,5,25,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,38.33,10,1.67,0,8.33,41.67,1
GUI,CONAKRY,MATOTO,CONAKRY-mOPV,mOPV,Rnd2,22,2021-08-02T00:00:00Z,2021-08-06,2021-09-06,25,35,60,0,0,0,60,Fail,very poor,2,0,1,0,0,0,57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.33,0,1.67,0,0,0,95,1
GUI,CONAKRY,MATOTO,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,20,40,60,0,0,0,60,Fail,very poor,0,1,1,0,0,11,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,18.33,78.33,1
GUI,CONAKRY,MATOTO,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,0,0,0,60,Fail,very poor,0,0,7,1,1,0,51,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,11.67,1.67,1.67,0,85,1
GUI,CONAKRY,MATOTO,GUI-2024-06-LIDs_nOPV,nOPV2,Rnd1,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,30,30,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,CONAKRY,MATOTO,GUI-2024-10-NID_nOPV,nOPV2,Rnd1,21,2024-11-28T00:00:00Z,2024-12-02,2024-12-03,30,30,60,0,0,0,60,Fail,very poor,0,0,1,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,98.33,1
GUI,CONAKRY,MATOTO,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,30,30,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GUI,CONAKRY,MATOTO,GUI-2025-01-NID_bOPV-nOPV,nOPV2,Rnd2,21,2025-05-08T00:00:00Z,2025-05-12,2025-05-13,34,26,60,33,26,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GUI,CONAKRY,MATOTO,bOPV,bOPV,Rnd1,21,2021-10-24T00:00:00Z,2021-10-28,2021-10-30,39,21,60,0,0,0,60,Fail,very poor,3,8,4,1,0,5,39,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,5,13.33,6.67,1.67,0,8.33,65,1
GUI,CONAKRY,RATOMA,CONAKRY-mOPV,mOPV,Rnd1,21,2021-02-27T00:00:00Z,2021-03-03,2021-05-03,33,27,60,0,0,0,60,Fail,very poor,0,1,7,0,0,0,52,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1.67,11.67,0,0,0,86.67,1
GUI,CONAKRY,RATOMA,CONAKRY-mOPV,mOPV,Rnd2,25,2021-09-02T00:00:00Z,2021-09-06,2021-10-06,35,25,60,0,0,0,60,Fail,very poor,0,0,18,0,0,0,42,0,0,7,0,4,5,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,1
GUI,CONAKRY,RATOMA,GUI-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,33,27,60,0,0,0,60,Fail,very poor,1,15,1,0,0,1,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.67,25,1.67,0,0,1.67,70,1
GUI,CONAKRY,RATOMA,GUI-2023-09-01_nOPV,nOPV2,Rnd2,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,0,0,0,60,Fail,very poor,0,1,5,1,0,4,49,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.67,8.33,1.67,0,6.67,81.67,1
